,party,votes,eligible_count,blank,invalid,total_valid,total_casted,time_stamp,address,names,refs,links,year
7,"Venstre, Danmarks Liberale Parti",98,423,1,1,361,363,2011-09-16 12:18:16,Ørsted Forsamlingshus                    Præstegyden 26                    5620 Glamsbjerg,Ørsted,F604420011.htm,https://www.kmdvalg.dk/fv/2011/F604420011.htm,2011
8,Enhedslisten - De Rød-Grønne,28,423,1,1,361,363,2011-09-16 12:18:16,Ørsted Forsamlingshus                    Præstegyden 26                    5620 Glamsbjerg,Ørsted,F604420011.htm,https://www.kmdvalg.dk/fv/2011/F604420011.htm,2011
9,Michael Ellegaard,0,423,1,1,361,363,2011-09-16 12:18:16,Ørsted Forsamlingshus                    Præstegyden 26                    5620 Glamsbjerg,Ørsted,F604420011.htm,https://www.kmdvalg.dk/fv/2011/F604420011.htm,2011
10,Lars Grønbæk Larsen,0,423,1,1,361,363,2011-09-16 12:18:16,Ørsted Forsamlingshus                    Præstegyden 26                    5620 Glamsbjerg,Ørsted,F604420011.htm,https://www.kmdvalg.dk/fv/2011/F604420011.htm,2011
0,Socialdemokratiet,153,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
1,Radikale Venstre,49,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
2,Det Konservative Folkeparti,24,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
3,SF - Socialistisk Folkeparti,52,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
4,Liberal Alliance,24,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
5,Kristendemokraterne,8,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
6,Dansk Folkeparti,72,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
7,"Venstre, Danmarks Liberale Parti",199,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
8,Enhedslisten - De Rød-Grønne,36,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
9,Michael Ellegaard,0,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
10,Lars Grønbæk Larsen,1,678,6,0,618,624,2011-09-16 11:14:38,Dreslette Forsamlingshus                    Ørbækvej 1                    5683 Haarby,Dreslette,F604420012.htm,https://www.kmdvalg.dk/fv/2011/F604420012.htm,2011
0,Socialdemokratiet,680,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
1,Radikale Venstre,148,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
2,Det Konservative Folkeparti,107,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
3,SF - Socialistisk Folkeparti,184,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
4,Liberal Alliance,85,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
5,Kristendemokraterne,8,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
6,Dansk Folkeparti,279,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
7,"Venstre, Danmarks Liberale Parti",686,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
8,Enhedslisten - De Rød-Grønne,94,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
9,Michael Ellegaard,0,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
10,Lars Grønbæk Larsen,1,2583,15,5,2272,2292,2011-09-16 12:52:49,Haarby Hallerne                    Svinget 1                    5683 Haarby,Haarby,F604420013.htm,https://www.kmdvalg.dk/fv/2011/F604420013.htm,2011
0,Socialdemokratiet,109,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
1,Radikale Venstre,41,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
2,Det Konservative Folkeparti,20,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
3,SF - Socialistisk Folkeparti,55,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
4,Liberal Alliance,20,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
5,Kristendemokraterne,2,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
6,Dansk Folkeparti,61,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
7,"Venstre, Danmarks Liberale Parti",118,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
8,Enhedslisten - De Rød-Grønne,35,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
9,Michael Ellegaard,0,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
10,Lars Grønbæk Larsen,0,544,8,2,461,471,2011-09-16 12:39:12,Jordløse Forsamlingshus                    Landevejen 53                    5683 Haarby,Jordløse,F604420014.htm,https://www.kmdvalg.dk/fv/2011/F604420014.htm,2011
0,Socialdemokratiet,323,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
1,Radikale Venstre,77,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
2,Det Konservative Folkeparti,45,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
3,SF - Socialistisk Folkeparti,123,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
4,Liberal Alliance,57,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
5,Kristendemokraterne,6,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
6,Dansk Folkeparti,156,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
7,"Venstre, Danmarks Liberale Parti",347,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
8,Enhedslisten - De Rød-Grønne,49,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
9,Michael Ellegaard,0,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
10,Lars Grønbæk Larsen,0,1281,9,3,1183,1195,2011-09-16 11:48:17,Brylle Forsamlingshus                    Toftevej 13                    5690 Tommerup,Brylle,F604420015.htm,https://www.kmdvalg.dk/fv/2011/F604420015.htm,2011
0,Socialdemokratiet,350,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
1,Radikale Venstre,110,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
2,Det Konservative Folkeparti,48,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
3,SF - Socialistisk Folkeparti,128,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
4,Liberal Alliance,52,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
5,Kristendemokraterne,13,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
6,Dansk Folkeparti,167,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
7,"Venstre, Danmarks Liberale Parti",375,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
8,Enhedslisten - De Rød-Grønne,66,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
9,Michael Ellegaard,0,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
10,Lars Grønbæk Larsen,0,1491,10,2,1309,1321,2011-09-16 13:37:59,Tommerup Bys Forsamlingshus                    Kirkebjerg 6                    5690 Tommerup,Tommerup,F604420016.htm,https://www.kmdvalg.dk/fv/2011/F604420016.htm,2011
0,Socialdemokratiet,463,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
1,Radikale Venstre,163,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
2,Det Konservative Folkeparti,72,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
3,SF - Socialistisk Folkeparti,173,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
4,Liberal Alliance,74,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
5,Kristendemokraterne,6,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
6,Dansk Folkeparti,169,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
7,"Venstre, Danmarks Liberale Parti",403,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
8,Enhedslisten - De Rød-Grønne,74,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
9,Michael Ellegaard,0,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
10,Lars Grønbæk Larsen,1,1766,8,4,1598,1610,2011-09-16 12:55:51,Tallerupskolen                    Lilleskovvej 3                    5690 Tommerup,Tommerup St,F604420017.htm,https://www.kmdvalg.dk/fv/2011/F604420017.htm,2011
0,Socialdemokratiet,182,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
1,Radikale Venstre,50,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
2,Det Konservative Folkeparti,37,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
3,SF - Socialistisk Folkeparti,56,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
4,Liberal Alliance,38,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
5,Kristendemokraterne,4,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
6,Dansk Folkeparti,108,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
7,"Venstre, Danmarks Liberale Parti",229,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
8,Enhedslisten - De Rød-Grønne,30,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
9,Michael Ellegaard,0,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
10,Lars Grønbæk Larsen,0,880,10,3,734,747,2011-09-16 12:29:51,Verninge Forsamlingshus                    Fuglekildevej 85                    5690 Tommerup,Verninge,F604420018.htm,https://www.kmdvalg.dk/fv/2011/F604420018.htm,2011
0,Socialdemokratiet,119,384,2,1,342,345,2011-09-16 11:23:15,Nårup Forsamlingshus                    Skovsbovej 31                    5690 Tommerup,Nårup,F604420019.htm,https://www.kmdvalg.dk/fv/2011/F604420019.htm,2011
1,Radikale Venstre,24,384,2,1,342,345,2011-09-16 11:23:15,Nårup Forsamlingshus                    Skovsbovej 31                    5690 Tommerup,Nårup,F604420019.htm,https://www.kmdvalg.dk/fv/2011/F604420019.htm,2011
